DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2
S01008225,-0.17538688169026254,-0.1832619195296909,-0.1115722566191927,-0.3397439115980664,-0.7803955691199587,0.5093687442019846,0.0815371995785779,-0.3944653996734952,0.8426987475721056,-0.31026757894142193,1.6255004486948017,1.4856366868905275
S01008226,1.8760400208150736,1.4379012147714214,0.8998695420282595,-0.08061037934087564,-0.327353429835175,-1.9562315973616036,-0.8177491711436512,-1.3834541165436092,-0.30408874608566516,-0.29849869407820645,2.12852850408175,1.5758062437194447
S01008227,0.6693183134589935,0.9515522744810877,0.4799568819399671,1.0854905158164827,-0.327353429835175,-0.37467342763674577,0.6861705051007012,-1.4279434035131968,0.8954335253432365,0.029935218853428418,0.6615462600177832,0.6535237127427094
S01008228,-0.7787477353683026,-0.5074945463899133,0.15132958274043387,-0.7284442099838525,-0.7803955691199587,0.35872877210760507,-0.3176180440540383,0.7346007518325507,0.08035099187496693,0.05253239240054078,0.56514534451283,0.14097177756779553
S01008229,0.7899904841946015,0.9515522744810877,0.10751260951382945,0.4376566851735058,-0.327353429835175,-0.17506102768058035,0.35595647775313644,-0.9951113389473261,1.358949903786324,0.7233828144325274,0.8126580515075892,1.2015297367444757
S01008230,-0.5374033938970866,-0.6696108598200246,-0.9148834324402739,-0.8580109761124478,-0.327353429835175,1.7948641832612104,0.8630195313895489,0.47969305336629525,-0.4517664771955579,-0.6540177240784173,0.06076866129418482,0.9091492360048277
S01008231,-0.8994199061039105,-0.993843486680247,-0.7797810983249103,-1.3762780406268293,-0.7803955691199587,2.498158804480144,0.6424287154447661,0.32770001665756465,-0.030079768863524283,-0.6901755749836929,-1.1833279205828573,1.2708327287117709
S01008232,-0.05471471095465454,-0.021145606099579675,-0.4219424836409741,-0.7284442099838525,-0.7803955691199587,0.8631999518177048,-0.25083171832214957,0.6889644010482421,0.7234909142939473,-0.6187480414964417,-0.5703750217877116,1.3589962690884574
S01008233,-0.6580755646326946,-0.8317271732501358,-0.3927311681565711,-0.08061037934087564,-0.327353429835175,2.2630856358688094,0.28389324250320386,0.4548961047180853,1.1659226923108992,-0.6081985243471746,-1.8423070324102844,1.1074001544644818
S01008234,0.18662963051656148,0.30308702076064276,-0.5972103765473918,-0.3397439115980664,-0.327353429835175,-0.42621935321995774,-0.13307070604532464,-1.5930093968386707,-0.2771539886740444,-0.011767609684260818,-1.4949029832366463,0.7936012069841405
S01008235,0.3073018012521695,0.14097070733053155,-0.6154674487251437,0.30808991904491045,-0.7803955691199587,-1.0908904449213805,1.3176154861973886,-1.274450362371494,-0.2496031972273897,-0.45547621516116843,-0.8714381185800073,-1.5898259058181796
