DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2,Access_PC3,Access_PC4
S01010172,0.9383010413934821,1.012237004900688,-0.6193147289568212,-0.5499300060288889,0.3679625675068975,1.4732134547557687,0.10780460147725929,0.34769455449686587,1.458507410825368,0.5959253522696012,-0.35272067986748223,1.804706792662434,0.8324058352393383,-0.43590855813198787
S01010173,-0.301367760447565,-0.20016701723943517,-0.3357561603214848,-0.43433010140910433,-0.7753496958181052,-0.4238631448234164,-0.9414340134337099,0.5433195282538705,1.048867919703296,0.04431686132826046,0.3558299334475987,2.6523813946022607,0.8774690297260946,-0.8868708998956703
S01010174,-1.1278136283415965,-0.9716968495104226,1.286198852272639,0.02806951707003384,0.3679625675068975,-1.6376160402008373,1.088145702276077,1.9417942639660728,1.772531484052124,1.234179928713688,0.6303983585499408,3.1332046161730926,0.5421409400285698,-0.8164332694517726
S01010175,0.11185517349945069,0.4611442675642683,0.4922348600936973,-0.5499300060288889,0.3679625675068975,-0.234805869559422,0.6378916431199315,0.978122087578708,-0.22571670382287784,-0.36609191439722266,1.0602734235520324,2.690123328025856,0.5039644924179542,-1.086889020417482
S01010176,-0.21872317365816188,-0.3103855647067191,-0.3187426462033646,-0.3187301967893198,-1.1564537835931061,-0.7964615121555254,1.218606768278923,0.17906553191756,1.0819924235740186,0.45708890139257385,0.1278250386490506,2.3070557012154858,0.8341559931845433,-0.7938345567306851
S01010177,1.7647469092875134,1.4531111947698234,0.11793754949505335,0.1436694216898184,-1.1564537835931061,1.5689548868825571,0.2517895571833651,2.75330919241929,-0.03449766691319761,1.0164118813157106,-0.03295161116832604,1.6285029573428211,1.8738285824155128,0.8637202203546801
S01010178,1.1035902149722883,0.681581362498836,1.1415839822686176,-0.20313029216953524,-0.3942456080431043,1.560914617932131,0.09514420589451102,2.054580378391047,-0.5715161892347592,0.5524900588020127,1.217824690818044,2.7529565460576295,-1.0533168063502367,1.31944963617809
S01010179,1.1035902149722883,1.2326740998352557,-0.2818800322807709,0.490469135549172,-0.7753496958181052,2.5762472950142983,1.0534191506638106,2.1273044645481436,1.5880641463825929,1.1518424300807601,0.8089670250918362,1.6731386713857446,0.26719618144353463,0.9019328045216032
S01010180,-0.6319461076051776,-0.5308226596412868,-0.10040254835415563,-0.43433010140910433,-1.1564537835931061,-0.7143273974877455,-0.38358193964859905,-0.1485759701019017,0.813045702941045,0.8823921744879611,1.9505857927463028,1.6046323705301988,0.7622048735837182,0.6690381452619607
S01010181,1.1862348017616915,1.1224555523679718,0.10943079243599325,0.2592693263096029,-0.7753496958181052,2.757117740285123,1.6726146653720435,1.447686305060042,0.4002581723023496,0.6002855847438482,0.19543013146568622,1.6545155225928814,0.83275076018864,0.82678636560775
